ID,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,num_accts_ever_120_pd,pct_tl_nvr_dlq,application_type,issue_d_month,issue_d_year,earliest_cr_line_month,earliest_cr_line_year,grade,term_months,emp_length_num,credit_age,grade_numeric,fico_score
19928,4000.0,4000.0,36 months,8.46,126.2,2 years,RENT,90000.0,Not Verified,Current,debt_consolidation,CA,7.65,0.0,740.0,744.0,0.0,10.0,0.0,7106.0,34.2,39.0,0.0,0.0,0.0,100.0,Individual,6,2018,5,1987,A,36,2,31,1,742.0
38751,7000.0,7000.0,36 months,7.35,217.27,7 years,RENT,86000.0,Source Verified,Current,debt_consolidation,VA,8.33,0.0,730.0,734.0,0.0,7.0,0.0,5736.0,42.5,12.0,0.0,0.0,0.0,100.0,Individual,4,2017,7,2006,A,36,7,11,1,732.0
39347,14500.0,14500.0,60 months,9.93,307.59,10+ years,MORTGAGE,79000.0,Not Verified,Current,debt_consolidation,KS,17.61,3.0,725.0,729.0,0.0,9.0,0.0,13341.0,27.0,35.0,2.0,0.0,0.0,91.4,Individual,0,2018,3,2002,B,60,10,16,2,727.0
32330,10375.0,10375.0,60 months,13.98,241.31,10+ years,MORTGAGE,111000.0,Source Verified,Current,debt_consolidation,MD,8.44,0.0,700.0,704.0,0.0,9.0,1.0,23058.0,73.0,20.0,4.0,0.0,0.0,95.0,Individual,8,2014,4,1997,C,60,10,17,3,702.0
48039,12000.0,12000.0,36 months,8.9,381.04,4 years,RENT,75000.0,Not Verified,Fully Paid,credit_card,NY,12.21,0.0,715.0,719.0,0.0,12.0,0.0,10657.0,26.7,22.0,0.0,0.0,0.0,100.0,Individual,9,2013,8,2006,A,36,4,7,1,717.0
10259,20000.0,20000.0,36 months,9.75,643.0,10+ years,MORTGAGE,115000.0,Source Verified,Fully Paid,debt_consolidation,NY,2.84,1.0,700.0,704.0,0.0,4.0,0.0,10665.0,65.0,16.0,3.0,0.0,0.0,60.0,Individual,3,2016,5,2004,B,36,10,12,2,702.0
87375,15200.0,15200.0,36 months,11.53,501.46,2 years,RENT,49000.0,Source Verified,Charged Off,debt_consolidation,TX,29.78,0.0,695.0,699.0,0.0,21.0,0.0,19325.0,68.8,27.0,0.0,0.0,0.0,100.0,Individual,4,2015,10,1999,B,36,2,16,2,697.0
28111,7000.0,7000.0,36 months,13.59,237.86,< 1 year,RENT,38000.0,Source Verified,Current,credit_card,SC,27.92,4.0,680.0,684.0,0.0,18.0,0.0,8979.0,21.5,22.0,0.0,0.0,1.0,81.8,Individual,4,2017,6,2005,C,36,0,12,3,682.0
54815,10000.0,10000.0,60 months,24.08,288.15,6 years,RENT,28225.0,Source Verified,Fully Paid,house,TX,28.49,0.0,685.0,689.0,1.0,8.0,0.0,5412.0,42.3,12.0,0.0,0.0,0.0,91.7,Individual,9,2014,1,2007,F,60,6,7,6,687.0
27658,12000.0,12000.0,36 months,11.8,397.43,10+ years,RENT,64000.0,Not Verified,Current,debt_consolidation,MI,24.6,0.0,715.0,719.0,1.0,29.0,0.0,4005.0,31.3,37.0,2.0,0.0,0.0,100.0,Individual,10,2018,2,2008,B,36,10,10,2,717.0
51324,15000.0,15000.0,36 months,13.56,509.47,2 years,RENT,100000.0,Not Verified,Current,debt_consolidation,NV,17.51,0.0,685.0,689.0,0.0,9.0,0.0,8945.0,38.2,11.0,0.0,0.0,0.0,100.0,Individual,10,2018,4,2015,C,36,2,3,3,687.0
78429,8000.0,8000.0,36 months,18.25,290.23,8 years,RENT,62000.0,Source Verified,Fully Paid,debt_consolidation,CA,16.96,0.0,670.0,674.0,3.0,9.0,1.0,6449.0,67.9,31.0,5.0,1.0,0.0,100.0,Individual,3,2014,11,1998,D,36,8,16,4,672.0
8275,9000.0,9000.0,36 months,7.21,278.76,4 years,RENT,70000.0,Not Verified,Current,debt_consolidation,CA,17.68,0.0,740.0,744.0,1.0,14.0,0.0,11642.0,43.9,32.0,0.0,0.0,0.0,100.0,Individual,8,2017,6,2005,A,36,4,12,1,742.0
49709,18000.0,18000.0,36 months,15.99,632.74,5 years,RENT,108000.0,Verified,Current,debt_consolidation,IN,23.86,0.0,685.0,689.0,3.0,25.0,0.0,32660.0,39.5,36.0,1.0,0.0,1.0,97.1,Individual,0,2017,6,2003,C,36,5,14,3,687.0
67785,16000.0,16000.0,36 months,9.93,515.75,< 1 year,MORTGAGE,127000.0,Not Verified,Fully Paid,debt_consolidation,TX,36.12,0.0,725.0,729.0,0.0,17.0,0.0,53491.0,59.6,52.0,4.0,0.0,1.0,98.0,Individual,10,2017,6,1998,B,36,0,19,2,727.0
87745,4500.0,4500.0,36 months,6.92,138.79,10+ years,MORTGAGE,75000.0,Not Verified,Fully Paid,debt_consolidation,NC,15.28,0.0,720.0,724.0,0.0,12.0,0.0,16202.0,44.6,20.0,5.0,0.0,0.0,100.0,Individual,2,2015,3,1992,A,36,10,23,1,722.0
93187,16800.0,16800.0,60 months,9.93,356.38,10+ years,MORTGAGE,150000.0,Source Verified,Current,home_improvement,CA,15.27,0.0,710.0,714.0,0.0,11.0,0.0,15796.0,28.8,34.0,3.0,0.0,0.0,100.0,Individual,6,2017,10,1999,B,60,10,18,2,712.0
86972,14000.0,14000.0,60 months,13.99,325.69,10+ years,RENT,75000.0,Verified,Current,debt_consolidation,FL,4.94,0.0,665.0,669.0,0.0,6.0,0.0,12880.0,77.6,14.0,1.0,0.0,2.0,85.7,Individual,5,2015,6,2004,C,60,10,11,3,667.0
47077,23500.0,23500.0,60 months,9.67,495.5,10+ years,MORTGAGE,65000.0,Source Verified,Fully Paid,credit_card,IL,12.39,0.0,725.0,729.0,0.0,10.0,0.0,22657.0,46.7,23.0,4.0,0.0,0.0,100.0,Individual,10,2013,2,2001,B,60,10,12,2,727.0
18417,10000.0,10000.0,60 months,10.99,217.38,4 years,MORTGAGE,52000.0,Source Verified,Charged Off,credit_card,LA,13.59,0.0,660.0,664.0,0.0,7.0,0.0,10528.0,78.0,12.0,2.0,0.0,0.0,91.7,Individual,3,2015,5,2009,B,60,4,6,2,662.0
57412,10000.0,10000.0,60 months,9.99,212.43,3 years,MORTGAGE,51500.0,Source Verified,Fully Paid,debt_consolidation,MI,27.15,0.0,715.0,719.0,0.0,10.0,0.0,10122.0,36.1,28.0,1.0,0.0,1.0,92.9,Individual,6,2015,4,2004,B,60,3,11,2,717.0
82868,15000.0,15000.0,60 months,13.56,345.62,4 years,RENT,45000.0,Not Verified,Current,debt_consolidation,MO,28.44,0.0,730.0,734.0,0.0,18.0,0.0,13457.0,24.5,22.0,0.0,0.0,0.0,100.0,Individual,9,2018,6,2012,C,60,4,6,3,732.0
21971,30000.0,30000.0,60 months,12.61,676.62,10+ years,RENT,51000.0,Source Verified,Current,medical,NY,8.87,0.0,665.0,669.0,0.0,7.0,0.0,15718.0,64.4,14.0,0.0,0.0,0.0,85.7,Joint App,3,2018,4,2001,C,60,10,17,3,667.0
23713,15450.0,15450.0,36 months,10.72,503.77,2 years,OWN,95000.0,Not Verified,Current,debt_consolidation,TX,34.47,0.0,710.0,714.0,0.0,8.0,0.0,52406.0,58.9,24.0,2.0,0.0,0.0,100.0,Individual,11,2018,7,1976,B,36,2,42,2,712.0
96538,15000.0,15000.0,36 months,14.03,512.89,10+ years,OWN,72891.0,Source Verified,Current,other,ID,25.73,0.0,675.0,679.0,0.0,15.0,0.0,100000.0,76.8,28.0,2.0,0.0,1.0,96.4,Individual,5,2018,6,2005,C,36,10,13,3,677.0
3079,12000.0,12000.0,60 months,18.45,307.67,8 years,OWN,67000.0,Source Verified,Current,debt_consolidation,OR,13.7,2.0,690.0,694.0,0.0,15.0,0.0,12570.0,36.0,21.0,0.0,0.0,1.0,90.0,Individual,3,2018,9,2006,D,60,8,12,4,692.0
63155,3500.0,3500.0,36 months,12.99,117.92,2 years,MORTGAGE,51000.0,Source Verified,Current,debt_consolidation,IL,7.93,0.0,665.0,669.0,2.0,9.0,0.0,3777.0,25.7,19.0,0.0,0.0,1.0,92.9,Individual,4,2016,10,2006,C,36,2,10,3,667.0
36789,12000.0,12000.0,60 months,12.62,270.71,3 years,RENT,40000.0,Source Verified,Current,debt_consolidation,MD,33.51,0.0,720.0,724.0,0.0,13.0,0.0,12013.0,24.8,19.0,0.0,0.0,0.0,100.0,Individual,8,2017,10,2012,C,60,3,5,3,722.0
16929,12000.0,12000.0,36 months,8.49,378.76,10+ years,MORTGAGE,77000.0,Not Verified,Fully Paid,credit_card,KS,10.32,0.0,680.0,684.0,0.0,5.0,0.0,4446.0,69.5,16.0,2.0,0.0,0.0,56.2,Individual,0,2016,8,2004,B,36,10,12,2,682.0
71153,20000.0,20000.0,60 months,15.05,476.33,10+ years,RENT,23000.0,Source Verified,Current,other,PA,23.23,0.0,740.0,744.0,0.0,6.0,0.0,4247.0,26.2,7.0,0.0,0.0,0.0,100.0,Joint App,6,2017,0,2002,C,60,10,15,3,742.0
67289,23900.0,23900.0,60 months,16.55,588.21,10+ years,MORTGAGE,51996.0,Source Verified,Fully Paid,credit_card,MN,20.36,0.0,700.0,704.0,0.0,9.0,0.0,47247.0,84.4,18.0,3.0,0.0,0.0,100.0,Individual,1,2015,3,2000,D,60,10,15,4,702.0
10443,15000.0,15000.0,36 months,9.93,483.52,10+ years,MORTGAGE,127000.0,Not Verified,Current,home_improvement,CA,8.1,0.0,675.0,679.0,1.0,4.0,2.0,8401.0,38.7,12.0,1.0,1.0,0.0,100.0,Individual,0,2018,2,1987,B,36,10,31,2,677.0
54066,6000.0,6000.0,36 months,10.08,193.83,1 year,RENT,65000.0,Verified,Current,credit_card,CT,21.47,0.0,660.0,664.0,2.0,9.0,1.0,5152.0,79.3,23.0,1.0,1.0,0.0,100.0,Joint App,9,2018,10,1999,B,36,1,19,2,662.0
77808,10000.0,10000.0,36 months,5.32,301.15,1 year,OWN,39000.0,Not Verified,Fully Paid,credit_card,MO,29.29,0.0,745.0,749.0,0.0,17.0,0.0,5575.0,16.5,36.0,2.0,0.0,0.0,97.2,Individual,3,2016,11,2003,A,36,1,13,1,747.0
27068,10000.0,10000.0,60 months,19.19,260.46,10+ years,MORTGAGE,48500.0,Source Verified,Charged Off,debt_consolidation,FL,25.17,3.0,660.0,664.0,0.0,9.0,0.0,4048.0,81.0,22.0,1.0,0.0,5.0,68.2,Individual,7,2015,4,1998,E,60,10,17,5,662.0
81359,40000.0,40000.0,36 months,9.44,1280.2,2 years,MORTGAGE,92000.0,Verified,Fully Paid,debt_consolidation,OH,20.22,0.0,685.0,689.0,0.0,10.0,0.0,45857.0,67.8,23.0,3.0,0.0,0.0,95.5,Individual,6,2017,9,2001,B,36,2,16,2,687.0
23547,12000.0,12000.0,36 months,7.84,375.16,10+ years,MORTGAGE,165000.0,Not Verified,Current,debt_consolidation,MA,20.15,0.0,770.0,774.0,2.0,7.0,0.0,11683.0,64.9,12.0,2.0,0.0,0.0,100.0,Individual,8,2018,8,1987,A,36,10,31,1,772.0
3074,8000.0,8000.0,36 months,9.93,257.88,1 year,RENT,95000.0,Not Verified,Fully Paid,debt_consolidation,OH,2.98,1.0,720.0,724.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,85.7,Individual,10,2017,2,2014,B,36,1,3,2,722.0
96426,12000.0,12000.0,36 months,15.05,416.28,10+ years,RENT,55000.0,Verified,Current,debt_consolidation,CA,22.34,0.0,685.0,689.0,1.0,11.0,1.0,6373.0,43.1,19.0,0.0,1.0,0.0,100.0,Individual,1,2018,7,2007,C,36,10,11,3,687.0
2934,19000.0,19000.0,36 months,10.64,618.81,1 year,MORTGAGE,57000.0,Not Verified,Fully Paid,debt_consolidation,MD,21.09,0.0,685.0,689.0,1.0,10.0,0.0,16854.0,51.9,15.0,2.0,0.0,0.0,100.0,Individual,6,2013,11,2006,B,36,1,7,2,687.0
78322,6000.0,6000.0,36 months,9.44,192.03,10+ years,MORTGAGE,62000.0,Not Verified,Current,debt_consolidation,CA,4.43,0.0,670.0,674.0,1.0,9.0,1.0,3181.0,11.4,32.0,1.0,1.0,0.0,100.0,Individual,10,2017,9,2005,B,36,10,12,2,672.0
13905,25000.0,25000.0,36 months,10.9,817.29,6 years,RENT,90000.0,Source Verified,Current,home_improvement,AL,33.22,0.0,680.0,684.0,0.0,10.0,0.0,26647.0,87.9,16.0,0.0,0.0,0.0,100.0,Individual,4,2018,4,2006,B,36,6,12,2,682.0
30313,26000.0,26000.0,60 months,13.67,600.54,10+ years,MORTGAGE,45000.0,Verified,Fully Paid,credit_card,NY,32.27,0.0,665.0,669.0,1.0,9.0,1.0,32399.0,86.4,16.0,1.0,0.0,0.0,100.0,Joint App,1,2016,1,1999,C,60,10,17,3,667.0
97078,5000.0,5000.0,36 months,24.84,198.38,10+ years,RENT,78546.0,Not Verified,Fully Paid,small_business,AR,24.45,0.0,660.0,664.0,1.0,8.0,1.0,12009.0,49.0,23.0,2.0,1.0,2.0,78.6,Individual,2,2018,0,1987,E,36,10,31,5,662.0
75168,9600.0,9600.0,36 months,5.32,289.11,10+ years,MORTGAGE,69000.0,Not Verified,Current,debt_consolidation,NY,18.02,1.0,770.0,774.0,0.0,13.0,0.0,10180.0,26.6,26.0,4.0,0.0,0.0,96.0,Individual,2,2017,0,1989,A,36,10,28,1,772.0
66006,10000.0,10000.0,60 months,12.79,226.46,< 1 year,OWN,160000.0,Not Verified,Current,home_improvement,MA,9.26,0.0,735.0,739.0,0.0,11.0,3.0,3527.0,12.4,27.0,0.0,1.0,0.0,88.9,Individual,8,2016,4,2001,C,60,0,15,3,737.0
15864,7000.0,7000.0,36 months,7.49,217.72,< 1 year,RENT,105000.0,Source Verified,Current,major_purchase,AZ,2.25,0.0,705.0,709.0,0.0,6.0,0.0,2780.0,30.5,10.0,0.0,0.0,2.0,80.0,Individual,2,2017,11,1999,A,36,0,18,1,707.0
9388,14000.0,14000.0,36 months,6.67,430.18,10+ years,RENT,60000.0,Not Verified,Current,debt_consolidation,CA,20.48,0.0,735.0,739.0,0.0,12.0,0.0,12816.0,34.5,32.0,0.0,0.0,0.0,100.0,Individual,9,2018,2,2005,A,36,10,13,1,737.0
81330,30000.0,30000.0,36 months,15.99,1054.57,10+ years,MORTGAGE,85000.0,Verified,Fully Paid,home_improvement,CA,26.36,2.0,695.0,699.0,0.0,7.0,5.0,6543.0,22.8,13.0,3.0,0.0,0.0,69.2,Individual,2,2017,7,1983,C,36,10,34,3,697.0
2283,10000.0,10000.0,36 months,8.39,315.17,8 years,OWN,41000.0,Not Verified,Fully Paid,debt_consolidation,OH,27.96,0.0,765.0,769.0,1.0,4.0,0.0,2437.0,50.8,24.0,0.0,0.0,0.0,100.0,Individual,6,2014,2,1995,A,36,8,19,1,767.0
52600,15000.0,15000.0,60 months,15.99,364.7,2 years,MORTGAGE,63000.0,Not Verified,Current,debt_consolidation,CO,27.12,0.0,755.0,759.0,0.0,16.0,0.0,5840.0,14.2,24.0,0.0,0.0,0.0,100.0,Individual,1,2017,8,2004,C,60,2,13,3,757.0
95396,15000.0,15000.0,36 months,9.17,478.19,6 years,MORTGAGE,150000.0,Verified,Fully Paid,home_improvement,FL,5.23,0.0,665.0,669.0,0.0,6.0,0.0,7804.0,86.7,14.0,1.0,0.0,0.0,64.3,Individual,5,2015,10,2006,B,36,6,9,2,667.0
77858,13000.0,13000.0,60 months,16.29,318.15,10+ years,MORTGAGE,40000.0,Source Verified,Fully Paid,debt_consolidation,MO,27.87,1.0,705.0,709.0,1.0,7.0,0.0,6027.0,76.3,25.0,2.0,0.0,0.0,92.0,Individual,8,2014,7,1997,D,60,10,17,4,707.0
74568,22300.0,22300.0,60 months,26.99,680.81,8 years,RENT,104000.0,Verified,Fully Paid,debt_consolidation,NY,22.12,0.0,665.0,669.0,1.0,5.0,1.0,6616.0,77.8,17.0,3.0,1.0,2.0,100.0,Individual,7,2016,3,2005,F,60,8,11,6,667.0
85580,15000.0,15000.0,36 months,9.49,480.43,< 1 year,OWN,56000.0,Source Verified,Fully Paid,credit_card,TX,11.12,3.0,685.0,689.0,0.0,10.0,0.0,1183.0,23.2,48.0,0.0,0.0,2.0,87.5,Individual,1,2015,7,1995,B,36,0,20,2,687.0
79098,10000.0,10000.0,60 months,14.31,234.3,1 year,RENT,35000.0,Source Verified,Charged Off,credit_card,MA,23.18,0.0,665.0,669.0,0.0,5.0,0.0,9463.0,80.2,11.0,0.0,0.0,0.0,90.9,Individual,0,2015,2,2006,C,60,1,9,3,667.0
25810,6400.0,6400.0,36 months,13.67,217.72,3 years,RENT,20000.0,Verified,Charged Off,other,NY,27.19,2.0,660.0,664.0,1.0,4.0,0.0,1745.0,75.9,15.0,0.0,0.0,0.0,80.0,Individual,11,2015,0,2001,C,36,3,14,3,662.0
89077,22000.0,22000.0,60 months,20.0,582.87,1 year,RENT,56000.0,Source Verified,Current,debt_consolidation,IL,24.17,0.0,710.0,714.0,0.0,13.0,0.0,21276.0,60.3,23.0,0.0,0.0,0.0,100.0,Individual,9,2017,7,2003,D,60,1,14,4,712.0
75507,16000.0,16000.0,36 months,7.12,494.92,10+ years,MORTGAGE,105000.0,Not Verified,Fully Paid,credit_card,NY,24.6,0.0,720.0,724.0,0.0,17.0,0.0,25755.0,57.2,35.0,2.0,0.0,0.0,100.0,Individual,6,2014,1,1990,A,36,10,24,1,722.0
8756,15000.0,15000.0,36 months,11.49,494.57,8 years,MORTGAGE,41400.0,Not Verified,Current,home_improvement,CT,6.99,0.0,720.0,724.0,1.0,7.0,0.0,6669.0,23.9,10.0,1.0,0.0,0.0,100.0,Individual,11,2016,11,2009,B,36,8,7,2,722.0
77946,30000.0,30000.0,36 months,11.49,989.14,8 years,RENT,66000.0,Source Verified,Current,home_improvement,CT,8.02,0.0,755.0,759.0,0.0,26.0,0.0,1498.0,4.4,36.0,1.0,0.0,1.0,94.4,Individual,6,2016,9,2005,B,36,8,11,2,757.0
16398,30000.0,30000.0,60 months,11.98,667.04,10+ years,MORTGAGE,152000.0,Verified,Fully Paid,debt_consolidation,AL,11.39,0.0,700.0,704.0,1.0,21.0,0.0,34828.0,45.3,35.0,3.0,0.0,0.0,97.1,Individual,2,2018,7,2001,B,60,10,17,2,702.0
91086,6000.0,6000.0,36 months,15.05,208.14,10+ years,MORTGAGE,37000.0,Verified,Current,debt_consolidation,PA,23.35,0.0,670.0,674.0,0.0,13.0,0.0,16040.0,61.5,22.0,4.0,0.0,0.0,100.0,Individual,8,2017,8,2000,C,36,10,17,3,672.0
9529,24000.0,24000.0,60 months,17.57,603.85,4 years,RENT,77000.0,Source Verified,Current,other,CA,17.08,0.0,675.0,679.0,0.0,6.0,0.0,18554.0,87.5,9.0,0.0,0.0,1.0,88.9,Individual,9,2015,10,2002,D,60,4,13,4,677.0
44249,8000.0,8000.0,36 months,14.98,277.25,2 years,MORTGAGE,39000.0,Not Verified,Fully Paid,debt_consolidation,CA,27.89,0.0,700.0,704.0,0.0,9.0,0.0,20652.0,49.8,16.0,1.0,0.0,0.0,100.0,Individual,0,2014,2,1988,C,36,2,26,3,702.0
35877,15000.0,15000.0,36 months,11.99,498.15,10+ years,MORTGAGE,42000.0,Source Verified,Charged Off,debt_consolidation,FL,11.94,2.0,675.0,679.0,0.0,13.0,0.0,15638.0,42.2,28.0,2.0,0.0,0.0,89.3,Individual,5,2017,6,2002,B,36,10,15,2,677.0
64367,10000.0,10000.0,36 months,8.81,317.12,4 years,OWN,55000.0,Not Verified,Current,debt_consolidation,IN,16.06,0.0,730.0,734.0,1.0,11.0,0.0,2200.0,6.9,22.0,0.0,0.0,0.0,90.9,Individual,11,2018,1,2006,A,36,4,12,1,732.0
23617,16000.0,16000.0,60 months,11.55,352.29,10+ years,MORTGAGE,110000.0,Not Verified,Current,debt_consolidation,MT,21.22,0.0,720.0,724.0,0.0,17.0,0.0,25733.0,51.4,32.0,3.0,0.0,0.0,100.0,Individual,8,2018,3,2001,B,60,10,17,2,722.0
35171,30000.0,30000.0,36 months,11.53,989.71,4 years,RENT,74000.0,Source Verified,Charged Off,credit_card,MA,32.63,0.0,690.0,694.0,1.0,19.0,0.0,27612.0,75.0,38.0,0.0,0.0,0.0,100.0,Individual,8,2015,8,2005,B,36,4,10,2,692.0
40007,11000.0,11000.0,36 months,12.98,370.53,2 years,RENT,33000.0,Not Verified,Current,debt_consolidation,HI,15.89,0.0,680.0,684.0,0.0,6.0,0.0,10872.0,51.5,8.0,0.0,0.0,0.0,100.0,Individual,11,2018,3,2014,B,36,2,4,2,682.0
58062,12000.0,12000.0,36 months,16.02,422.01,2 years,MORTGAGE,80000.0,Not Verified,Current,debt_consolidation,IN,23.47,0.0,670.0,674.0,0.0,21.0,0.0,12002.0,40.0,27.0,1.0,0.0,0.0,100.0,Individual,9,2017,2,2007,C,36,2,10,3,672.0
10479,29000.0,29000.0,60 months,10.99,630.39,10+ years,MORTGAGE,123000.0,Source Verified,Charged Off,credit_card,AR,24.7,0.0,705.0,709.0,0.0,22.0,0.0,23241.0,51.6,35.0,2.0,0.0,0.0,100.0,Individual,3,2015,0,1999,B,60,10,16,2,707.0
28751,20000.0,20000.0,60 months,24.5,581.18,10+ years,MORTGAGE,60000.0,Source Verified,Charged Off,medical,IN,23.06,8.0,670.0,674.0,2.0,18.0,0.0,5436.0,71.5,49.0,1.0,0.0,5.0,71.4,Individual,10,2014,4,1996,F,60,10,18,6,672.0
51291,20000.0,20000.0,36 months,13.18,675.62,10+ years,MORTGAGE,92000.0,Verified,Fully Paid,debt_consolidation,CA,27.75,0.0,690.0,694.0,0.0,7.0,0.0,46899.0,100.0,12.0,5.0,0.0,0.0,100.0,Individual,10,2015,9,2002,C,36,10,13,3,692.0
23765,10000.0,10000.0,36 months,6.89,308.27,2 years,RENT,62000.0,Verified,Fully Paid,debt_consolidation,CA,23.53,0.0,700.0,704.0,0.0,9.0,0.0,10353.0,37.9,28.0,0.0,0.0,2.0,96.3,Individual,10,2015,1,2003,A,36,2,12,1,702.0
62894,12600.0,12600.0,36 months,7.35,391.08,7 years,RENT,70000.0,Not Verified,Fully Paid,debt_consolidation,CA,20.06,0.0,720.0,724.0,1.0,17.0,1.0,17022.0,32.4,27.0,1.0,1.0,0.0,100.0,Individual,1,2018,5,1984,A,36,7,34,1,722.0
61620,30000.0,30000.0,36 months,12.13,998.3,4 years,MORTGAGE,115000.0,Source Verified,Current,credit_card,AL,10.9,0.0,710.0,714.0,0.0,15.0,0.0,28963.0,45.1,26.0,1.0,0.0,0.0,96.0,Individual,4,2018,8,2000,B,36,4,18,2,712.0
74075,16000.0,16000.0,60 months,13.59,368.9,10+ years,MORTGAGE,95000.0,Not Verified,Current,debt_consolidation,NV,13.91,1.0,665.0,669.0,1.0,12.0,1.0,12429.0,72.3,28.0,3.0,1.0,0.0,95.5,Individual,8,2017,0,2004,C,60,10,13,3,667.0
16815,17000.0,17000.0,36 months,12.99,572.72,10+ years,OWN,62000.0,Source Verified,Fully Paid,debt_consolidation,GA,34.15,0.0,705.0,709.0,1.0,14.0,0.0,21637.0,76.7,30.0,0.0,0.0,0.0,100.0,Individual,5,2014,6,1996,C,36,10,18,3,707.0
88139,12000.0,12000.0,60 months,10.42,257.46,10+ years,RENT,50000.0,Not Verified,Fully Paid,debt_consolidation,UT,22.01,0.0,755.0,759.0,0.0,6.0,0.0,10478.0,39.8,9.0,0.0,0.0,0.0,100.0,Individual,5,2017,0,2005,B,60,10,12,2,757.0
41502,5375.0,5375.0,36 months,14.46,184.91,1 year,MORTGAGE,40500.0,Source Verified,Fully Paid,debt_consolidation,SC,29.96,1.0,670.0,674.0,0.0,7.0,0.0,3846.0,74.0,18.0,5.0,0.0,0.0,88.9,Individual,1,2016,7,1999,C,36,1,17,3,672.0
57202,4000.0,4000.0,36 months,12.79,134.38,10+ years,OWN,75000.0,Source Verified,Fully Paid,debt_consolidation,MN,20.38,0.0,660.0,664.0,0.0,14.0,1.0,5934.0,29.5,26.0,2.0,1.0,0.0,100.0,Individual,7,2016,9,1999,C,36,10,17,3,662.0
21350,8000.0,8000.0,36 months,11.49,263.78,6 years,RENT,85000.0,Source Verified,Current,other,NY,13.37,0.0,715.0,719.0,0.0,9.0,0.0,19077.0,39.5,14.0,0.0,0.0,0.0,100.0,Individual,11,2016,8,2003,B,36,6,13,2,717.0
56698,4000.0,4000.0,36 months,8.99,127.19,10+ years,MORTGAGE,90000.0,Source Verified,Current,debt_consolidation,UT,11.96,2.0,670.0,674.0,0.0,7.0,0.0,3851.0,85.6,16.0,4.0,0.0,1.0,68.7,Individual,7,2016,7,1995,B,36,10,21,2,672.0
73951,7225.0,7225.0,36 months,10.75,235.69,8 years,RENT,80032.0,Verified,Fully Paid,debt_consolidation,MA,6.82,1.0,670.0,674.0,0.0,6.0,1.0,2839.0,61.7,8.0,1.0,0.0,1.0,75.0,Individual,2,2016,0,2004,B,36,8,12,2,672.0
98220,9175.0,9175.0,36 months,14.65,316.49,10+ years,OWN,60000.0,Source Verified,Fully Paid,debt_consolidation,MI,16.4,1.0,685.0,689.0,0.0,10.0,0.0,6859.0,47.0,21.0,2.0,0.0,1.0,95.2,Individual,8,2015,4,2005,C,36,10,10,3,687.0
13655,13000.0,13000.0,36 months,8.24,408.82,1 year,RENT,47000.0,Source Verified,Fully Paid,credit_card,CA,13.0,0.0,770.0,774.0,0.0,9.0,0.0,13185.0,30.7,15.0,0.0,0.0,0.0,100.0,Individual,11,2016,6,2002,B,36,1,14,2,772.0
26124,10000.0,10000.0,36 months,6.89,308.27,10+ years,MORTGAGE,125000.0,Source Verified,Fully Paid,home_improvement,NJ,3.45,0.0,715.0,719.0,0.0,8.0,0.0,40766.0,26.0,25.0,2.0,0.0,1.0,100.0,Individual,11,2015,3,2002,A,36,10,13,1,717.0
87591,18400.0,18400.0,36 months,19.19,676.24,4 years,RENT,46020.0,Verified,Fully Paid,debt_consolidation,CA,17.08,0.0,660.0,664.0,1.0,11.0,0.0,17506.0,88.4,12.0,0.0,0.0,0.0,100.0,Individual,8,2015,5,2005,E,36,4,10,5,662.0
7806,14400.0,14400.0,60 months,14.99,342.5,10+ years,OWN,158000.0,Verified,Fully Paid,debt_consolidation,OH,21.95,1.0,675.0,679.0,1.0,20.0,0.0,100000.0,57.9,34.0,2.0,0.0,0.0,94.1,Individual,1,2017,3,1997,C,60,10,20,3,677.0
89010,20000.0,20000.0,60 months,20.0,529.88,< 1 year,RENT,110000.0,Verified,Charged Off,debt_consolidation,CA,9.82,0.0,660.0,664.0,3.0,35.0,1.0,15782.0,43.2,89.0,0.0,1.0,6.0,82.9,Individual,8,2017,11,1988,D,60,0,29,4,662.0
7201,18000.0,18000.0,36 months,6.11,548.5,2 years,RENT,85000.0,Source Verified,Current,credit_card,CA,19.24,0.0,660.0,664.0,2.0,23.0,1.0,17906.0,44.2,48.0,0.0,1.0,0.0,97.1,Individual,10,2018,8,2002,A,36,2,16,1,662.0
87468,16000.0,16000.0,36 months,6.03,486.97,10+ years,OWN,120000.0,Not Verified,Fully Paid,credit_card,TX,4.95,0.0,760.0,764.0,0.0,12.0,0.0,22598.0,30.8,24.0,5.0,0.0,0.0,95.0,Individual,6,2013,7,1990,A,36,10,23,1,762.0
68412,7000.0,7000.0,36 months,7.97,219.26,10+ years,MORTGAGE,64500.0,Not Verified,Fully Paid,debt_consolidation,TX,11.53,0.0,700.0,704.0,0.0,18.0,0.0,13237.0,40.6,31.0,0.0,0.0,0.0,100.0,Individual,4,2017,4,2003,A,36,10,14,1,702.0
